question,golden_answers,golden_law_context,golden_case_context,top_k_law_statutes,top_k_case_statutes,any_correct_law_retrieved,any_correct_case_retrieved,any_correct_retrieved,faithfulness_score
"A federal court of appeals is reviewing an appeal of a removal order. During the appeal process, the Board of Immigration Appeals (BIA) vacates the original removal order. What is the proper basis for the court of appeals to dismiss the appeal?","The proper basis for the court of appeals to dismiss the appeal is that the vacatur of the original removal order by the Board of Immigration Appeals (BIA) removes the existence of a final order of removal, thereby eliminating the court's subject matter jurisdiction under 8 U.S.C. § 1252(a)(1). Defects in subject matter jurisdiction may be raised at any time during the proceedings.","[('usc', '8', '')]","['fuller v. bd of immigration appeals', 'fox v. bd. of trustees of state univ. of n.y.']",[],[],0,0,0,
"Under North Carolina law, can a trial court order a custodial parent to send children to a foreign country for visitation with a non-custodial parent who has been deported, particularly when there is a history of domestic violence against the custodial parent and concerns about the children's immigration status?","Yes, a North Carolina trial court can order children to travel to a foreign country for visitation with a non-custodial parent who has been deported, even with a history of domestic violence against the custodial parent and immigration concerns. A court cannot deny a parent reasonable visitation unless it makes a written finding that the parent is unfit or that visitation is not in the best interest of the child. If the court finds the deported parent is not unfit and visitation is in the children's best interest, and the parent is unable to enter the United States, then visitation in the foreign country may be deemed the only reasonable visitation available. The trial court must consider all relevant factors, including acts of domestic violence, the safety of the child, and the safety of either party from domestic violence, and support its determination with written findings of fact. A statutory provision that prevents a party's absence or relocation due to domestic violence from weighing against them in custody determinations does not apply to the custodial parent's fear of future relocation to the foreign country for visitation.","[('usc', '8', '')]","['jordao v. jordao', 'state v. martinez', 'peters v. pennington', 'koufman v. koufman', 'everette v. collins']","[{'title': 'N.C. Gen. Stat. § 15A-537(a)', 'chunk': 'N.C. Gen. Stat. § 15A-537(a) requires release of a defendant after conditions of release are met. This applies to judicial, law enforcement, and custodial officials.'}, {'title': 'N.C.G.S. § 50-13.2(a)', 'chunk': 'N.C.G.S. § 50-13.2(a) is a North Carolina statute requiring courts to consider relevant factors when determining child custody, including domestic violence and safety.'}]","[{'title': 'Benvenue Parent-Teacher Ass’n v. Nash Cty. Bd. of Educ.', 'chunk': 'Benvenue Parent-Teacher Ass’n v. Nash Cty. Bd. of Educ. is cited in the North Carolina Supreme Court case Chavez v. McFadden, which addressed immigration detainers and habeas corpus.'}, {'title': 'Am. Petroleum Tankers Parent, LLC v. United States', 'chunk': 'Am. Petroleum Tankers Parent, LLC v.'}]",0,0,0,
"An individual seeking cancellation of removal was convicted in California under Penal Code § 245(a)(4) for assault by means of force likely to produce great bodily injury. The individual argues this conviction is not a crime involving moral turpitude (CIMT). Separately, the individual filed a motion to terminate removal proceedings, claiming the initial Notice to Appear was defective for lacking a time and date, even though a subsequent Notice of Hearing provided this information and the individual appeared at all scheduled hearings. Additionally, the individual challenges the denial of voluntary departure. How would a U.S. federal court decide these arguments?","The court would rule that a conviction for assault by means of force likely to produce great bodily injury under California Penal Code § 245(a)(4) is categorically a crime involving moral turpitude, rendering the individual statutorily ineligible for cancellation of removal. The motion to terminate removal proceedings would be denied because an Immigration Judge has jurisdiction over proceedings when an initial Notice to Appear, even if defective for lacking a time or date, is cured by a later-served Notice of Hearing specifying that information, and no due process violation was demonstrated as the individual appeared for all scheduled hearings. For the challenge to the denial of voluntary departure, the record would be remanded to the Immigration Judge for further factual findings regarding the favorable and unfavorable factors relevant to that discretionary determination.","['section 240A(b)(1) of the Immigration and Nationality Act, 8 U.S.C. § 1229b(b)(1) (2018)', 'section 240B(b) of the Act, 8 U.S.C. § 1229c(b) (2018)', 'section 212(a)(2)(A)(i)(I) of the Act, 8 U.S.C. § 1182(a)(2)(A)(i)(I) (2018)', ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', '')]","['aguilar-mendez', 'moncrieffe v. holder', 'safaryan v. barr', 'people v. drayton', 'marmolejo-campos v. holder', 'nunez-vasquez v. barr', 'campos-granillo v. ins', 'aguilar fermin v. barr', 'karingithi v. whitaker', 'united states v.', 'lachance v. erickson', 'gomez-velazco v. sessions']","[{'title': 'section 245(a)(4) of the California Penal Code', 'chunk': 'Section 245(a)(4) of the California Penal Code concerns assault by means of force likely to produce great bodily injury. A conviction under this statute is categorically a conviction for a crime involving moral turpitude.'}, {'title': 'Cal. Penal Code § 245(a)(1)', 'chunk': 'Cal. Penal Code § 245(a)(1) previously punished assault with a deadly weapon or force likely to produce great bodily injury.'}]",[],0,0,0,
"A North Carolina resident is arrested by local law enforcement on state charges and placed in the county jail. After these state charges are dismissed, the Sheriff continues to hold the individual based solely on an immigration detainer and arrest warrant issued by the Department of Homeland Security (DHS). The Sheriff's office has a 287(g) agreement with ICE, authorizing deputies to perform immigration enforcement functions. The resident files a petition for a writ of habeas corpus in state superior court, arguing that their continued detention is unlawful and that the immigration process is invalid. Does the state superior court have the authority to grant the habeas corpus petition and order the resident's release?","No. The North Carolina Supreme Court has held that if an application for a writ of habeas corpus alleges that the petitioner is being held pursuant to an immigration-related arrest warrant or detainer by a sheriff who is a party to a 287(g) agreement with the federal government, the state trial court must summarily deny the application. If the application does not initially reveal this, but the sheriff's return claims the petitioner is held under such federal authority via a 287(g) agreement, the trial court must then deny the request for discharge. State courts lack the authority to inquire into the validity of federal immigration processes or to interfere with detentions made under a 287(g) agreement, as such matters fall under exclusive federal jurisdiction. The remedy for any alleged unlawful imprisonment in these circumstances lies exclusively with federal courts.","[('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', '')]","['chavez v. mcfadden', 'chavez v. carmichael', 'roberts v. madison cty. realtors assn', 'knox v. serv. emps. intl union local', 'cape fear river watch v. n.c. envtl mgmt. commn', 'little v. wachovia bank & tr. co.', 'citizens natl bank v. grandfather home for children inc.', 'benvenue parent-teacher assn v. nash cty. bd. of educ.', 'n.c. state bar v. randolph', 'cooper v. berger', 'shell island homeowners assn v. tomlinson', 'state v. parks', 'state v. niccum', 'arizona v. united states', 'toll v. moreno', 'united states v.', 'city of el cenizo v. texas', 'hayes v. city of wilmington', 'burgess v. gibbs', 'nyquist v. mauclet']",[],[],0,0,0,
"A lawful permanent resident, who is a non-English speaker with significant ties to his country of origin, pleads guilty to an aggravated felony that mandates deportation. His attorney did not explicitly advise him of the mandatory deportation consequences, and he did not request an interpreter during the plea hearing. He claims he did not fully understand the proceedings and that avoiding deportation was his primary concern, despite telling the judge at the time of the plea that he understood the potential for deportation. The trial court advised him of the possibility of deportation as required by statute, and he responded affirmatively when asked if he understood. He seeks to withdraw his plea four years later, arguing ineffective assistance of counsel and a violation of his right to an interpreter. Should the trial court grant his motion to withdraw his guilty plea?","No. A trial court should not grant a post-sentence motion to withdraw a guilty plea unless the defendant demonstrates a ""manifest injustice,"" a showing that rests on the defendant to prove extraordinary circumstances. To establish ineffective assistance of counsel, the defendant must show both that counsel's performance was deficient and that, but for counsel's errors, there is a reasonable probability the result of the proceeding would have been different (prejudice). Here, even assuming counsel was deficient in not explicitly advising on mandatory deportation, the defendant could not demonstrate prejudice. Factors weighing against a finding of prejudice include: (1) Strong evidence of guilt presented by the State (video, witnesses); (2) The defendant's stated primary goal at the time of the plea was to receive probation, not to avoid deportation; (3) The defendant was aware of an ICE detainer prior to entering his plea, making his assertion of unawareness of deportation consequences not credible; (4) The defendant's limited ties to the United States and strong ties to his country of origin (unemployed, did not reside with his U.S. citizen wife, child in Haiti, only intended a brief vacation); (5) The trial court properly advised the defendant, pursuant to R.C. 2943.031(A), that his conviction could result in deportation, exclusion, or denial of naturalization, and the defendant acknowledged understanding this advisement without asking questions; (6) The defendant acknowledged reviewing and understanding the plea form, which stated his understanding of consequences for non-U.S. citizens; and (7) An unreasonable delay of four years in filing the motion to withdraw the plea. Regarding the interpreter claim, the trial court made adequate findings of fact and conclusions of law, noting the defendant's demonstrated proficiency in English during various proceedings (responding appropriately to questions, writing his version of events, communicating with probation officers without an interpreter) and that he never requested an interpreter.","[('usc', '8', '1227'), ('usc', '8', '1228'), ('usc', '8', '1101'), ('usc', '8', '1182')]","['state v. pierre', 'strickland v. washington', 'state v. woodfork', 'state v. smith', 'state v. turner', 'state v. gilbreath', 'state v. rozell', 'state v. darmond', 'aaaa ents. inc. v. river place community urban redevelopment corp.', 'state v. ogletree', 'state v. xie', 'padilla v. kentucky', 'mcmann v. richardson', 'state v. cardenas', 'state v. galdamez', 'lee v. united states', 'hill v. lockhart', 'state v. romero', 'state v. kurdi']",[],[],0,0,0,
"A U.S. citizen sponsors his alien spouse for immigration by signing a USCIS Form I-864 Affidavit of Support. At the time, they have a minor child who is a U.S. citizen and was born before the affidavit was signed, and this child is not listed on the affidavit. The couple later separates, and the sponsored spouse seeks monetary damages from the sponsor for breach of the Affidavit of Support. When calculating the sponsor's obligation, what household size should the court use for the Federal Poverty Level (FPL) Guidelines, and if the spouse also loaned the sponsor money in a foreign currency, in what currency should the repayment be awarded?","The court erred by using the FPL Guidelines for a two-person household. The sponsor only promised to support the alien spouse in the Affidavit of Support, and the U.S. citizen child was not listed on the form as an immigrant intended to be sponsored, as the Affidavit of Support does not apply to U.S. citizens. Therefore, the court should calculate the damages using the FPL Guidelines for a one-person household. For example, for 2016, if the one-person FPL Guideline was $14,850 and the spouse's adjusted gross income was $8,511, the damages would be $6,339. The court did not err by deducting depreciation expenses from the spouse's adjusted gross income when calculating damages.

Regarding the loan, as the spouse loaned and paid the sponsor in Australian Dollars (AUD), the interest was repaid in AUD, and the spouse's loss occurred in AUD, the court erred by awarding equitable relief payable in U.S. Dollars (USD). On remand, the trial court must correct and convert the spouse's equitable award and any interest thereon to be repayable in AUD for any outstanding balance. The trial court did not abuse its discretion by not crediting the sponsor with any purported ""sweat equity"" for repairing other properties. The trial court's award of reasonable attorney's fees to the spouse for claims of breach of the Affidavit of Support is affirmed, but the amount may be reconsidered upon remand.","[('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', '')]","['pelc v. pham', 'mckoy v. mckoy', 'suozzo v. suozzo', 'zhu v. deng', 'martin v. n.c. dept. of health & human servs.', 'anderson v. anderson', 'barnett v. barnett', 'erler v. erler erler i', 'wenfang liu v. mund', 'younis v. farooqi', 'flores v. flores', 'n.c. ins. guar. assn v. weathersfield mgmt.', 'erler v. erler erler ii', 'villars v. villars', 'tohato inc. v. pinewild mgmt.', 'state v. sharpe', 'weil v. herring', 'kinlaw v. harris', 'bartlett milling co. v. walnut grove auction & realty', 'm.v. eleftherotria v. owner of m.v. despina r', 'buncombe county ex rel andres v. newburn', 'gay v. walter', 'state v. quick', 'madar v. madar', 'iannuzzelli v. lovett']","[{'title': 'section 212(a)(6)(A)(i) of the Immigration and Nationality Act', 'chunk': ""The case concerns an alien's removability under section 212(a)(6)(A)(i) of the Immigration and Nationality Act. The alien was convicted of soliciting a minor in violation of Maryland law.""}]",[],0,0,0,
"Can a generalized bachelor's degree in Business Administration satisfy the ""specific specialty"" requirement for a ""specialty occupation"" H-1B visa petition under 8 U.S.C. § 1184(i)(1)(B) and 8 C.F.R. § 214.2(h)(4)(ii)?","No, a generalized bachelor's degree in Business Administration is not considered a ""specific specialty"" and therefore does not satisfy the requirements for a ""specialty occupation"" H-1B visa petition. USCIS's interpretation that the degree must be ""in a specific specialty that is directly related to the proffered position"" is consistent with the statute. The court affirmed that a business administration degree is a ""general-purpose degree"" that does not establish a position as a specialty occupation because its broad coverage of fields like Contract Negotiations, Managerial Finance, Human Resource Management, and Strategic Planning is not sufficiently specialized.","[('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', '')]","['vision builders llc v. united states citizenship and immigration services', 'taylor made software inc. v. cuccinelli', 'am. bioscience inc. v. thompson', 'schmidt v. spencer', 'rempfer v. sharfstein', 'marshall cty. health care auth. v. shalala', 'citizens for responsibility & ethics in wash. v. sec', 'richards v. i.n.s.', 'cts corp. v. epa', 'motor vehicle mfrs. assn of u.s. inc. v. state farm mut. auto. ins.', 'van hollen jr. v. fec', 'transmission access poly study grp. v. ferc', 'united states v.', 'raj & co. v. uscis', 'royal siam corp. v. chertoff', 'caremax inc. v. holder', 'relx inc. v. baran', 'inspectionxpert corp. v. cuccinelli', '3q digital inc. v. uscis', 'sagarwala v. cissna', '2233 paradise rd. llc v. cissna', 'innova sols. inc. v. baran', 'the jonathan d. rosen family found. inc. v. baran']","[{'title': 'U.S. Code Title 8 Section 1184', 'chunk': '(5) if a government-owned entity in such country engages in the broadcast of copyrighted material, including films or television material, belonging to United States copyright owners without their express consent or such country fails to work towards the provision of adequate and effective protection of intellectual property rights;'}, {'title': '8 C.F.R. § 214.2(h)(1)(ii)(B)', 'chunk': '8 C.F.R. § 214.2(h)(1)(ii)(B) is related to the H-1B visa program. It requires employers to establish an employer-employee relationship and that the position offered is a “specialty occupation.”'}, {'title': '8 U.S.C. § 1184(i)(1)(A)–(B)', 'chunk': ""8 U.S.C. § 1184(i)(1)(A)–(B) defines specialty occupations requiring highly specialized knowledge and a bachelor's degree or equivalent.""}, {'title': '8 C.F.R. § 214.2(h)(4)', 'chunk': '8 C.F.R. § 214.2(h)(4) discusses the requirements for employers hiring foreign citizens under the H-1B visa program. It requires establishing a specialty occupation and an employer-employee relationship.'}, {'title': '8 U.S.C. § 1184(i)(1)', 'chunk': '8 U.S.C. § 1184(i)(1) defines ""specialty occupation[s]"" as those requiring a bachelor\'s or higher degree. The court case discussed in the provided documents concerns H-1B visas.'}, {'title': '8 C.F.R. § 274a.2(b)(1)(i)', 'chunk': '8 C.F.R. § 274a.2(b)(1)(i) is a regulation requiring individuals hired for employment to complete section 1 of the Form I-9 at the time of hire and sign the attestation.'}, {'title': '8 C.F.R. § 214.2(h)(8)(ii)(B)', 'chunk': '8 C.F.R. § 214.2(h)(8)(ii)(B) outlines the process by which CIS administers the H-1B visa program.'}, {'title': '8 C.F.R. § 274a.14(a)(1)(i)', 'chunk': '8 C.F.R. § 274a.14(a)(1)(i) states that an employment authorization document (EAD) ordinarily terminates at the end of its specified validity period. An EAD may be revoked before its expiration if the I-485 application it is based on is denied.'}, {'title': '8 C.F.R. § 214.2(h)(4)(iii)(A)', 'chunk': '8 C.F.R. § 214.2(h)(4)(iii)(A) relates to specialty occupations for H-1B visas. The court denied InDepth’s motion to intervene and found the case would cause undue delay.'}, {'title': '8 C.F.R. § 214.2(h)(2)(i)(H)', 'chunk': '8 C.F.R. § 214.2(h)(2)(i)(H) allows individuals with previously approved H-1B status to start new employment if a nonfrivolous petition for extension is filed and pending.'}]",[],1,0,1,
"A Palestinian asylum seeker, residing in Virginia, initially filed an action against USCIS in the U.S. District Court for the District of Columbia to compel adjudication of his applications. USCIS, headquartered in Maryland, moved to transfer the case to the Eastern District of Virginia or dismiss it for improper venue. The plaintiff countered, requesting a transfer to the District of Maryland if D.C. was found to be an improper venue, citing his counsel's bar admissions and USCIS's location. Given these circumstances, to which district should the court transfer the case?","The court should transfer the case to the District of Maryland. The District of Columbia is not a proper venue because USCIS does not reside there, the events giving rise to the claim (application filings and delays) occurred in Virginia, and the plaintiff resides in Virginia. Although the Eastern District of Virginia would also be a proper venue as the plaintiff resides there and the claim arose there, the court decided to transfer to the District of Maryland. This decision was based on the convenience of the parties and the interests of justice, considering that USCIS resides in Maryland, and the plaintiff's current counsel is barred in D.C. and Maryland but not in Virginia, thereby avoiding significant inconvenience and expense for the plaintiff.","[('usc', '8', '')]","['farroukh v. united states citizenship & immigration services', 'ike v. uscis', 'pasem v. uscis', 'bourdon v. u.s. dept of homeland sec.', 'barrera v. u.s. dept of homeland sec.', 'roh v. uscis', 'al-ahmed v. chertoff', 'wolfram alpha llc v. cuccinelli', 'natl assn of home builders v. epa', 'miller v. insulation contractors inc.']",[],[],0,0,0,
"In a motion for attorney's fees under the Equal Access to Justice Act (EAJA), what level of evidence is required to establish a party's net worth, particularly when the administrative record contains information suggesting a higher net worth than a bare affidavit attests?","To receive an EAJA fee award, a party must demonstrate that their net worth did not exceed $2,000,000 at the time the civil action was filed. While an affidavit alone may sometimes be sufficient, courts must assess the entire record to determine if the net worth requirement is met, especially when the record contains significant information about the party's financial situation. The party seeking the award bears the burden of proof and must show that their testimony is consistent with the balance of the record. Therefore, a bare assertion in an affidavit, made under penalty of perjury, that one's net worth has never exceeded the threshold is insufficient if other record evidence raises concerns about its accuracy or if the party fails to provide documentation regarding the value of their assets and liabilities. In such a situation, the court may deny that part of the motion without prejudice and order supplemental briefing to provide the necessary documentation.","[('usc', '8', ''), ('cfr', '8', '')]","['zhang v. united states citizenship and immigration services', 'huashan zhang v. u.s. citizenship & immigr. servs.', 'alyeska pipeline serv. co. v. wilderness socy', 'wash. all. of tech. workers v. u.s. dept of homeland sec.', 'scarborough v. principi', 'ivy sports med. llc v. burwell', 'sosebee v. astrue', 'herman & maclean v. huddleston', 'haselwander v. mchugh', 'hirschey v. ferc', 'cobell v. norton', 'united states v.', 'natl assn of mfrs. v. dept of lab.', 'shooting star ranch llc v. united states', 'broaddus v. u.s. army corps of engineers']","[{'title': 'Equal Access to Justice Act', 'chunk': ""The court granted Giscard Nkenglefac's petition for review and awarded $56,169.79 in fees under the EAJA. The government's position was not substantially justified.""}]","[{'title': 'United States v. 88.88 Acres of Land, 907 F.2d 106', 'chunk': ""The court denied in part plaintiffs' motion for attorney's fees, holding in abeyance the rest of the motion, as to whether Mr. Hagiwara meets the EAJA net worth requirement. Supplemental briefing is ordered.""}, {'title': 'Hirschey v. FERC, 760 F.2d 305', 'chunk': 'In Hirschey v. FERC, 760 F.2d 305, the court considered record documents to determine if a plaintiff met the EAJA net worth requirement.'}, {'title': 'Broaddus v. U.S. Army Corps of Engineers, 380 F.3d 162', 'chunk': 'Broaddus v. U.S. Army Corps of Engineers, 380 F.3d 162, held that a sworn affidavit, including asset and liability documentation, is sufficient for determining EAJA eligibility regarding net worth.'}]",0,0,0,
"A U.S. citizen, convicted of specified offenses against a minor, filed a Form I-130 Petition for Alien Relative on behalf of his spouse. The USCIS denied the petition, concluding in its ""sole and unreviewable discretion"" that the citizen failed to prove beyond a reasonable doubt he posed no risk to his spouse, as required by the Adam Walsh Child Protection and Safety Act. The citizen and his spouse then sued in federal district court, alleging the denial was arbitrary and capricious, an abuse of discretion, and violated their due process and right to marry. Does the district court have subject matter jurisdiction to review the USCIS's discretionary ""no-risk"" determination, even when the plaintiffs characterize their claims as legal and constitutional issues?","No, the district court does not have subject matter jurisdiction to review the USCIS's discretionary ""no-risk"" determination. The Immigration and Nationality Act, specifically 8 U.S.C. § 1154(a)(1)(A)(viii)(I), grants USCIS ""sole and unreviewable discretion"" in making this determination. Pursuant to 8 U.S.C. § 1252(a)(2)(B)(ii), no court has jurisdiction to review such discretionary decisions. While 8 U.S.C. § 1252(a)(2)(D) permits judicial review of constitutional claims or legal questions, this exception applies only when ""raised upon a petition for review filed with an appropriate court of appeals"" during removal proceedings, which is not the case here. Therefore, the district court correctly concluded it lacked jurisdiction.","[('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', '')]","['roland v. united states citizenship & immigration services', 'lee v. u.s. citizenship & immigration servs.', 'united states v.', 'chan v. u.s. citizenship & immigration servs.', 'jilin pharm. usa inc. v. chertoff', 'el-khader v. monica']","[{'title': 'Adam Walsh Child Protection and Safety Act', 'chunk': 'The Adam Walsh Child Protection and Safety Act prohibits US citizens convicted of offenses against minors from petitioning for immediate relative status for alien spouses, with a possible exception if the Secretary of Homeland Security determines no'}]",[],0,0,0,
"Maria, a Mexican citizen, entered the United States on a TD visa, which required her to maintain a foreign residence and not intend to establish permanent residence. She later began the process of seeking lawful permanent resident status through a Petition for Alien Relative filed by her U.S. citizen sister. While this petition was pending, she filed for dissolution of her marriage in an Arizona court. The trial court dismissed her petition, ruling that her TD visa status, and the federal law associated with it, legally precluded her from establishing domicile in Arizona. Is the trial court's dismissal of her divorce petition on the basis of federal preemption correct?","No, the trial court's dismissal of Maria's divorce petition based on federal preemption is incorrect. The Arizona Court of Appeals vacated the dismissal, holding that federal law does not prevent a holder of a TN or TD visa from establishing an Arizona domicile if they have begun seeking an immigrant visa or adjustment of status that could lead to permanent residency. Congress contemplated that these visa holders might be able to establish a United States domicile by following these processes. Allowing an Arizona court to exercise jurisdiction in this dissolution proceeding would not alter Maria's immigration status or limit remedies under federal immigration law. The case was remanded to the trial court to determine whether Maria satisfies the domicile requirement under Arizona law by weighing relevant factors, including her immigration status and intent.","[('cfr', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('usc', '8', ''), ('usc', '8', '1255'), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', '')]","['in re the marriage of rendon quijada & pimienta dominguez', 'falcone bros. & assocs. inc. v. city of tucson', 'tanner v. marwil', 'dewitt v. mcfarland', 'arizona v. united states', 'hines v. davidowitz', 'toll v. moreno', 'takahashi v. fish & game commn', 'barton v. barr', 'elkins v. moreno', 'carlson v. reed', 'regents of the univ. of cal. v. superior court', 'park v. barr', 'weatherford ex rel. michael l. v. state', 'skydive ariz. inc. v. hogue', 'conklin v. medtronic inc.', 'mississippi band of choctaw indians v. holyfield', 'sosna v. iowa', 'melian v. i.n.s.', 'graham v. i.n.s.', 'clark v. clark', 'st. josephs hosp. & med. ctr. v. maricopa county', 'plyler v. doe', 'sahu v. sahu', 'hurd v. hurd']",[],[],0,0,0,
"A Special Immigrant Juvenile (SIJ) status applicant, whose I-360 petition was revoked by USCIS because it was received on his 21st birthday instead of before, challenges the revocation. He alleges (1) that USCIS's regulations for filing, which do not permit same-day electronic or hand delivery for I-360 petitions, are unreasonable under the APA, (2) that the agency's 16-month delay between approving and then revoking his petition was unreasonable under the APA, and (3) that the inability to file electronically, unlike other applicants, violates his constitutional rights under the Equal Protection and Due Process Clauses. To what extent does a U.S. District Court have subject matter jurisdiction to review these claims?","A U.S. District Court has jurisdiction to review the plaintiff’s Administrative Procedure Act (APA) claim challenging the reasonableness of USCIS’s regulations on filing petitions seeking special immigrant juvenile status and the implementation of those regulations, because the statutory delegation of authority to promulgate such regulations is not found within the INA subchapter that contains jurisdiction-stripping provisions. However, the court lacks subject matter jurisdiction to review the plaintiff’s APA claim that the agency unreasonably delayed in revoking the petition, as 8 U.S.C. § 1155 grants the Secretary unlimited discretion regarding the timing of revocation decisions (""at any time""). The court also lacks jurisdiction to consider the plaintiff’s constitutional claims (Equal Protection and Due Process), as jurisdiction for such claims rests exclusively with the circuit courts of appeal under 8 U.S.C. § 1252(a)(2)(D).","[('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', '')]","['cabrera cabrera v. united states citizenship and immigration services', 'scolaro v. d.c. bd. of elections & ethics', 'herbert v. natl acad. of scis.', 'coal. for underground expansion v. mineta', 'lujan v. defs. of wildlife', 'ashcroft v. iqbal', 'bell atl. corp. v. twombly', 'hettinga v. united states', 'schuler v. united states', 'papasan v. allain', 'kowal v. mci commcns corp.', 'bultasa buddhist temple of chicago v. nielsen', 'bernardo ex rel. m & k engg inc. v. johnson', 'mehanna v. u.s. citizenship & immigration servs.', 'green v. napolitano', 'abdelwahab v. frazier', 'sands v. u.s. dept of homeland sec.', 'ghanem v. upchurch', 'jilin pharm. usa inc. v. chertoff', 'el-khader v. monica', 'mohammad v. napolitano', 'systronics corp. v. immigration and naturalization serv.', 'ana intl inc. v. way', 'bowen v. mich. acad. of family physicians', 'regents of the univ. of california v. burwell', 'adam v. chertoff']",[],[],0,0,0,
"A Special Immigrant Juvenile (SIJ) status applicant had their I-360 visa petition revoked by USCIS because they filed on their 21st birthday, instead of before, as required by agency regulations. The applicant challenges the revocation under the Administrative Procedure Act (APA), alleging unreasonable filing requirements and unreasonable delay in revocation, and also brings Equal Protection and Due Process claims. Based on the provided federal court decision, which of these claims may proceed in the District Court, and which are subject to jurisdictional bars?","The court has jurisdiction to review the applicant's APA claim challenging the reasonableness of USCIS's regulations on filing petitions seeking special immigrant juvenile status and the implementation of those regulations. However, the court lacks jurisdiction over the applicant's APA claim insofar as it alleges that the revocation of the petition was arbitrary and capricious because the agency unreasonably delayed in taking such action. Additionally, the court lacks jurisdiction over the applicant's constitutional claims (Equal Protection and Due Process), which rest exclusively with the circuit courts of appeal. The court will hold the constitutional claims in abeyance, allowing the applicant to decide whether to transfer them to the D.C. Circuit now or later.","[('usc', '8', ''), ('usc', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('cfr', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', ''), ('usc', '8', '')]","['cabrera cabrera v. united states citizenship and immigration services', 'scolaro v. d.c. bd. of elections & ethics', 'herbert v. natl acad. of scis.', 'coal. for underground expansion v. mineta', 'lujan v. defs. of wildlife', 'ashcroft v. iqbal', 'bell atl. corp. v. twombly', 'hettinga v. united states', 'schuler v. united states', 'papasan v. allain', 'kowal v. mci commcns corp.', 'bultasa buddhist temple of chicago v. nielsen', 'bernardo ex rel. m & k engg inc. v. johnson', 'mehanna v. u.s. citizenship & immigration servs.', 'green v. napolitano', 'abdelwahab v. frazier', 'sands v. u.s. dept of homeland sec.', 'ghanem v. upchurch', 'jilin pharm. usa inc. v. chertoff', 'el-khader v. monica', 'mohammad v. napolitano', 'systronics corp. v. immigration and naturalization serv.', 'ana intl inc. v. way', 'bowen v. mich. acad. of family physicians', 'regents of the univ. of california v. burwell', 'adam v. chertoff']",[],[],0,0,0,
